Code,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X126,X127,X128,X129,X130,X131,X132,X133,X134,X135,X136,X137,X138,X139,X140,X141,X142,X143,X144,X145,X146,X147,Y2
19880352,2.384615385,2.461538462,2.769230769,2.846153846,3,2.846153846,3.076923077,3.230769231,2.769230769,3.076923077,3,2.923076923,3.153846154,3,2.846153846,2.461538462,2.769230769,3,2.615384615,2.769230769,2.846153846,2.769230769,3.538461538,3.846153846,3.153846154,3.230769231,3.230769231,1.769230769,2.615384615,2.769230769,2.846153846,3.230769231,2.846153846,3.307692308,3.461538462,3.461538462,3.461538462,2.384615385,2.076923077,2,2.076923077,2.153846154,2.384615385,2.461538462,2,2.153846154,2.615384615,2.692307692,3,2.846153846,2.307692308,2.923076923,2.769230769,2.769230769,2.923076923,2.846153846,2.923076923,3.076923077,2.846153846,2.538461538,3.076923077,2.769230769,2.692307692,2.692307692,3,2.769230769,2.692307692,3.153846154,2.692307692,2.769230769,2.923076923,3.153846154,3.384615385,2.692307692,3.076923077,3,3.153846154,3.230769231,3.230769231,3.076923077,3.153846154,3.076923077,3.153846154,2.769230769,3,2.615384615,2.538461538,3,2.923076923,2.923076923,2.846153846,2.769230769,3.230769231,2.538461538,3.230769231,2.846153846,2.615384615,3,2.769230769,3.230769231,3,2.846153846,2.846153846,2.923076923,2.769230769,2.846153846,2.692307692,2.538461538,3.076923077,3.076923077,2.692307692,2.692307692,2.384615385,2.769230769,2.923076923,2.923076923,2.923076923,3.076923077,2.923076923,3,2.923076923,3,2.846153846,2.923076923,3.076923077,3,2.769230769,2.923076923,2.769230769,2.923076923,2.923076923,2.692307692,2.923076923,2.923076923,2.846153846,2.846153846,2.846153846,2.923076923,2.923076923,3.076923077,2.769230769,2.923076923,2.846153846,2.769230769,2.923076923,3,3.230769231,0
19881016,2.285714286,2.142857143,2.285714286,2.571428571,2.571428571,2.428571429,2.142857143,2.142857143,1.857142857,2.714285714,2.285714286,2.857142857,2.428571429,2.142857143,2.285714286,2.142857143,2.571428571,2.714285714,2.857142857,2.571428571,2.285714286,2.857142857,2.285714286,2.857142857,2.857142857,2.714285714,2.857142857,2.428571429,1.714285714,2.428571429,2.428571429,2.714285714,2.714285714,2.571428571,2.571428571,2.714285714,2.714285714,1.857142857,2.142857143,2.142857143,2.142857143,2.142857143,1.571428571,2.571428571,2.142857143,1.714285714,2.428571429,2.571428571,2.571428571,2,2.428571429,2.571428571,2.857142857,2.428571429,3,2.571428571,2.714285714,2.714285714,2.714285714,2.428571429,2.285714286,2.285714286,2,2,1.857142857,2.142857143,1.857142857,2,2.428571429,2,2.285714286,2,1.857142857,2.428571429,2.571428571,2.285714286,2.285714286,2.285714286,2.285714286,2.142857143,2,2,2,2.571428571,2.142857143,2.285714286,2,2.285714286,2.428571429,2,2.285714286,2.142857143,2.428571429,2,2.571428571,2.142857143,2.142857143,2.428571429,2.857142857,2.285714286,2.714285714,2.142857143,2.285714286,2.428571429,2.285714286,2.571428571,2.285714286,2.857142857,2.714285714,3.142857143,2.428571429,2.285714286,2.285714286,2.857142857,2.857142857,2,2.142857143,2.285714286,2.285714286,2.142857143,2.285714286,2.285714286,2.285714286,2.142857143,2.285714286,2.285714286,2.142857143,2.142857143,2.285714286,2.285714286,2.142857143,2.285714286,2.285714286,2.142857143,2.142857143,2.142857143,2.142857143,2.142857143,2.285714286,2.142857143,2.142857143,2.142857143,2.285714286,2.285714286,2.285714286,2.285714286,2.428571429,0
19890206,2.333333333,1.666666667,2.333333333,4,3.666666667,3.666666667,3.666666667,3.666666667,4.666666667,2.333333333,3.333333333,2.666666667,4.333333333,3.333333333,2.666666667,2,3.333333333,4,3.333333333,2,3,2.666666667,4.666666667,3,3.666666667,4,4.333333333,2,2.333333333,3.333333333,3.333333333,2.666666667,3,3,3.333333333,4,5,1.333333333,2.666666667,2,1.333333333,2.666666667,2.666666667,2.333333333,3.333333333,2,3,4.333333333,3,3,3.333333333,3,4,3,3.666666667,2.333333333,3.666666667,3,4,2.666666667,3,2.666666667,3.333333333,3.666666667,3.666666667,4,3.666666667,3.666666667,4,3.333333333,3.666666667,3.333333333,3.666666667,4,3,3.666666667,3.666666667,3,4,3,3.333333333,3.666666667,2.666666667,3.333333333,3.333333333,3.666666667,4.333333333,3.666666667,4.333333333,4,3.333333333,3.333333333,3,4,4.333333333,4,3.666666667,4,4.333333333,3.333333333,3,3.333333333,2.666666667,3.666666667,3.333333333,3,4,2.666666667,3.333333333,3.333333333,3.666666667,3,4.333333333,3.333333333,4,3.333333333,3.666666667,3.666666667,3.333333333,3.666666667,3.666666667,3.666666667,3.666666667,3.333333333,3.666666667,3.333333333,3.666666667,3.333333333,3.666666667,4,4,3.666666667,3.666666667,3.666666667,3.333333333,4,3.666666667,3.666666667,3.666666667,3.333333333,3.333333333,3.666666667,3.666666667,3.333333333,3.666666667,4,3.333333333,0
19901013,2.5,2.5,2.25,2.75,2.75,2.75,3,2.75,2.75,3.5,3,2.75,2.5,2.75,2.5,2.25,2.75,3,2.5,2.5,2.5,2.75,2.75,3.25,3.25,3,3,1.75,2,3,2.5,2.5,2.25,3.25,3.75,3,3.5,1.5,2.5,1.75,2,2.5,1.75,2.75,2.25,2.5,1.75,1.75,1.75,2.25,2.5,1.75,2.5,2.25,1.75,2.25,2,2.5,2,2.5,2,2.75,2,2.5,2.5,2.25,2.25,2.25,2.5,2.25,2.25,2.25,2.5,2.75,2.25,2.25,2.5,2.75,2.75,2.5,2.25,2,3,2.5,2.75,2.5,2.25,2.25,2.75,2.25,2.75,2.5,2.5,2.75,2,2.75,2.75,2,2.5,2,2,2,2.25,2.25,2.75,2.5,2.25,2.25,2.75,2.75,3,3,2.25,2.75,2.75,2.5,2.75,2.75,2.5,2.5,2.5,2.5,2.5,2.75,2.5,2.75,2.75,2.75,2.75,2.5,2.5,2.75,2.75,2.75,2.75,2.5,2.75,2.5,2.5,2.75,2.5,2.75,2.5,2.75,2.75,2.5,2.75,0
19901177,2,2.5,2,2.833333333,2.166666667,2.666666667,2.5,2.666666667,2.166666667,2.833333333,2.5,2.666666667,2.833333333,3.333333333,2.333333333,2.833333333,2.5,2.333333333,2.166666667,2.333333333,3,2.666666667,3.5,3.166666667,3.333333333,3,3,2.166666667,2.5,2.5,2.5,3,2.5,3,2.833333333,3,3,2,1.833333333,2.166666667,2.5,2.666666667,2.5,2.166666667,2,1.833333333,2.5,2.833333333,2,2.5,2,2.833333333,2.166666667,1.833333333,2.833333333,2.5,2.5,2.5,2.666666667,2.666666667,2.5,2.166666667,3,2.666666667,2.666666667,2.333333333,2.666666667,2.166666667,2.833333333,3,2.666666667,2.5,2.333333333,2.5,3,2.5,2.833333333,2.5,3.166666667,2.333333333,2.833333333,3.333333333,3,2.833333333,2.666666667,2.833333333,2.666666667,2.833333333,2.333333333,2.5,2.833333333,2.833333333,2.5,2.5,2.333333333,2.666666667,2.666666667,2.666666667,2.666666667,2.5,2.833333333,2.666666667,2.5,3.166666667,2.666666667,2.833333333,2.833333333,3,3,2.666666667,2.666666667,3,2.833333333,3,2.666666667,3,2.833333333,3,2.666666667,2.833333333,2.833333333,3,2.833333333,2.666666667,2.833333333,3,2.833333333,2.833333333,2.833333333,2.666666667,2.833333333,2.833333333,2.833333333,2.666666667,2.833333333,2.833333333,2.833333333,2.833333333,2.833333333,3,2.833333333,2.833333333,2.666666667,3,2.666666667,2.833333333,2.666666667,0
19910129,2.75,2,3,3,3.25,3.75,3,3.5,3.5,3.25,4,3.25,4.5,2.5,3,3.5,3,2.25,2.25,3,3,3.5,3.5,4.25,4,3.25,3.25,1.75,3.25,3.25,2.25,2.5,2.75,3.25,3.75,3.5,3,2.25,1.75,2.5,4,2.5,3.25,2,2.25,1.5,3.5,3.5,2.75,4,3.5,4,3.5,3.75,3,4.25,4.5,4.5,2.75,3.5,2.75,3.25,3.5,3.5,4,3.5,3.75,4.5,4,4.5,4.75,3.75,4,4.5,3.25,3.5,4,3.75,4.5,3.75,4.5,4,3.5,4.25,4.5,4,4.5,4.75,4,4.5,4,4.5,4.25,4,4.5,4,3.5,4.25,3.75,4.25,4.25,4.25,3.5,4,4.5,4,3.75,3.75,4.25,3,3.75,3.5,4,4,4.5,4.75,4.5,4.5,4,4.5,4,4.25,4.75,4.75,4.75,4.25,4.5,4.25,4.5,5,4.5,4.25,4.5,4.5,4.5,4.75,4.75,5,4.25,4.5,4.5,4.25,4.25,4.25,4.75,4.5,4.5,0
19910631,2.166666667,1.833333333,1.833333333,2.5,2.333333333,2.166666667,2.166666667,2.5,2.5,2.166666667,2.666666667,2.666666667,2.333333333,2.5,2.166666667,3,2.833333333,2.833333333,3.166666667,2.5,2.666666667,2.166666667,3.666666667,3,3.166666667,2.833333333,2.833333333,2.333333333,3,2.333333333,3.166666667,3.166666667,2.833333333,2.833333333,2.833333333,3.166666667,3.333333333,1.833333333,1.833333333,1.833333333,2.333333333,2.333333333,2.333333333,2.333333333,1.833333333,1.833333333,2.666666667,3.166666667,2.666666667,2.833333333,3,2.166666667,2.833333333,2.666666667,2.833333333,3,2.666666667,2.166666667,2.333333333,2.833333333,3,3,3,2.833333333,2.833333333,3.333333333,3,3.166666667,2.833333333,3,2.666666667,3.166666667,2.666666667,2.833333333,2.833333333,2.666666667,2.833333333,2.833333333,2.833333333,2.666666667,2.833333333,2.833333333,3,3,3,3.166666667,2.666666667,2.5,2.833333333,2.666666667,2.833333333,3.166666667,3.333333333,2.666666667,2.833333333,3.166666667,2.833333333,3,2.666666667,2.833333333,2.833333333,3,3.166666667,2.833333333,3.166666667,2.333333333,2.833333333,2.666666667,3,3.166666667,3.166666667,3,2.5,2.666666667,2.5,2.833333333,2.833333333,2.833333333,2.833333333,2.833333333,3,2.833333333,2.833333333,2.833333333,2.666666667,3,2.833333333,2.833333333,3,2.833333333,2.833333333,2.666666667,2.833333333,2.833333333,2.833333333,2.666666667,2.833333333,3,2.833333333,2.833333333,2.666666667,3,2.833333333,2.833333333,3,3,3,0
19911109,2.166666667,2,2,3.333333333,3.166666667,3.666666667,3.333333333,2.833333333,2.666666667,3,3.333333333,2.666666667,2.333333333,3.333333333,2,2.833333333,3.166666667,2.666666667,3,2.833333333,2.333333333,2.833333333,3.666666667,3.833333333,3.166666667,4,3.166666667,1.833333333,2.833333333,2.166666667,2.666666667,2.5,3,3.166666667,3,3.166666667,3.5,2,2.166666667,2.166666667,2,2.5,2,2.333333333,2.833333333,2.166666667,2.833333333,3,2.666666667,2.333333333,2.833333333,2.166666667,2.5,2.5,2.5,2.833333333,2.833333333,3.166666667,3,2.833333333,2.666666667,3,3.166666667,2.666666667,2.5,3,2.833333333,2.833333333,2.5,2.166666667,2.666666667,3,3,3,2.833333333,3,3.166666667,2.833333333,2.5,2.5,2.5,2.5,2.5,2.833333333,3.166666667,2.5,3,2.5,3.166666667,3,2.833333333,3.5,2.833333333,2.666666667,2.833333333,3.166666667,2.833333333,3,2.5,2.833333333,3,3,2.833333333,2.166666667,2.833333333,2.333333333,2.5,2.666666667,2.166666667,2.833333333,2.5,2.166666667,2.666666667,2.5,2.5,2.5,2.5,2.666666667,2.5,2.5,2.5,2.5,2.333333333,2.666666667,2.5,2.333333333,2.5,2.5,2.5,2.666666667,2.333333333,2.333333333,2.666666667,2.5,2.666666667,2.666666667,2.666666667,2.333333333,2.666666667,2.5,2.666666667,2.5,2.5,2.5,2.333333333,2.333333333,2.833333333,2
19920808,2.166666667,2.833333333,1.666666667,3.5,2.5,3.166666667,3.333333333,2.666666667,3.333333333,3.5,3.333333333,3.833333333,3.333333333,3,3.166666667,2.5,3.166666667,2.666666667,2.5,2.666666667,3.666666667,2.666666667,3.5,4,3.666666667,3.166666667,3.166666667,2.333333333,3,2.833333333,2.833333333,2.666666667,3,3.166666667,3.5,3.5,3,2,2.666666667,1.666666667,2.5,2.833333333,2.166666667,2,1.666666667,2,2,2.166666667,2,2.5,2.333333333,2.166666667,2.333333333,2.666666667,2.333333333,3.166666667,2.166666667,2.166666667,2.666666667,2.333333333,2.333333333,2.666666667,2.5,2.166666667,2.666666667,2.833333333,2.833333333,2.5,2.833333333,2.833333333,2.666666667,2.833333333,2.5,2.833333333,2.5,2.333333333,2.5,2.833333333,2.5,2.666666667,3,3,2.333333333,2.5,2.666666667,3,2.5,2.666666667,2.833333333,2.666666667,2.833333333,2.833333333,3,2.5,2.5,2.333333333,2.666666667,2.333333333,2.833333333,2.5,2.666666667,2.5,2.666666667,2.666666667,2.5,2.666666667,2.5,2.666666667,2.833333333,2.666666667,2.5,2.666666667,2.666666667,2.833333333,2.666666667,2.5,2.5,2.833333333,2.833333333,2.666666667,2.666666667,2.666666667,2.666666667,2.5,2.5,2.5,2.666666667,2.833333333,2.5,2.833333333,2.833333333,2.833333333,2.5,2.5,2.666666667,2.5,2.833333333,2.5,2.5,2.5,2.666666667,2.666666667,2.5,2.833333333,2.833333333,2.666666667,3,0
19921615,2.75,1.75,2,2.5,2.25,2.5,1.75,1.75,1.75,1.75,2,2,2,2,2.75,2,2.5,2.75,2.25,2.75,2,2.25,2.5,2,2.25,2.5,2,2.25,2.25,2,2.25,2.75,2.75,2,2.5,3,3,1.75,1.5,1.75,1.75,2,2,1.75,1.75,1.25,2,2.25,2.5,2.25,2.25,2.25,2.25,2.25,2,2.25,2,2.5,2.25,2,2,2.5,2.5,2,1.75,2,2,1.75,2,1.75,1.75,1.5,1.5,2,2,1.75,2,2,2,2,2,2.25,2.25,2.25,2,2,2,1.75,1.75,2,2.5,2.5,2.25,2.5,2.5,2.75,2.5,2,2.25,2,2.75,2.25,2,2.5,2,2.5,2.5,2.25,2.5,2.25,2.75,2.25,2.25,2.25,2.25,1.5,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,2,2,0
19930115,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,1,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,3,3,3,3,2,2,2,2,2,3,3,3,2,3,3,3,3,2,3,3,2,2,2,3,2,3,2,2,2,3,3,2,2,2,2,3,2,2,3,3,2,2,3,3,2,3,3,3,2,2,2,3,3,2,2,3,2,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0
